111;9.88;-0.1;Ato Boldon;TRI;30.12.73;1;Kuala Lumpur;17.09.1998
111;9.88;+2.0;Ato Boldon;TRI;30.12.73;1;Oslo;13.07.2001
111;9.88;+1.8;Shawn Crawford;USA;14.01.78;1;Eugene;19.06.2004
111;9.88;+0.4;Justin Gatlin;USA;10.02.82;1;Helsinki;07.08.2005
111;9.88;+2.0;Tyson Gay;USA;09.08.82;1r1;Rethimnó;21.07.2006
111;9.88;+1.1;Tyson Gay;USA;09.08.82;1;Athínai;16.09.2006
111;9.88;+0.4;Asafa Powell;JAM;23.11.82;1rA;Stockholm;22.07.2008
111;9.88;+0.4;Asafa Powell;JAM;23.11.82;2;Roma;10.07.2009
111;9.88;±0.0;Asafa Powell;JAM;23.11.82;2rA;Zürich;28.08.2009
111;9.88;-0.2;Tyson Gay;USA;09.08.82;1;Thessaloníki;12.09.2009
111;9.88;+1.2;Asafa Powell;JAM;23.11.82;1h2;Ostrava;27.05.2010
111;9.88;+1.0;Walter Dix;USA;31.01.86;2r2;Nottwil;08.08.2010
111;9.88;+0.9;Ryan Bailey;USA;13.04.89;2;Rieti;29.08.2010
111;9.88;+1.0;Michael Frater;JAM;06.10.82;2rA;Lausanne;30.06.2011
111;9.88;+1.0;Usain Bolt;JAM;21.08.86;1;Monaco;22.07.2011
111;9.88;+0.4;Asafa Powell;JAM;23.11.82;2;Ad-Dawhah;11.05.2012
111;9.88;+1.1;Asafa Powell;JAM;23.11.82;3;Kingston;29.06.2012
111;9.88;+1.5;Ryan Bailey;USA;13.04.89;1h3;London;04.08.2012
111;9.88;+1.5;Ryan Bailey;USA;13.04.89;5;London;05.08.2012
131;9.89;+0.7;Frank Fredericks;NAM;02.10.67;2;Atlanta;27.07.1996
131;9.89;+0.8;Ato Boldon;TRI;30.12.73;1;Modesto;10.05.1997
131;9.89;+1.5;Bruny Surin;CAN;12.07.67;1;Montréal;01.08.1998
131;9.89;+0.9;Maurice Greene;USA;23.07.74;1rA;Roma;12.07.2002
131;9.89;±0.0;Shawn Crawford;USA;14.01.78;1q2;Athínai;21.08.2004
131;9.89;+0.6;Shawn Crawford;USA;14.01.78;4;Athínai;22.08.2004
131;9.89;+1.0;Justin Gatlin;USA;10.02.82;1;London;22.07.2005
131;9.89;+0.9;Asafa Powell;JAM;23.11.82;1;Stuttgart;09.09.2006
131;9.89;+1.6;Travis Padgett;USA;13.12.86;1q2;Eugene;28.06.2008
131;9.89;+1.6;Darvis Patton;USA;04.12.77;1q3;Eugene;28.06.2008
131;9.89;+0.4;Usain Bolt;JAM;21.08.86;2rA;Stockholm;22.07.2008
131;9.89;±0.0;Richard Thompson;TRI;07.06.85;2;Beijing;16.08.2008
131;9.89;+1.1;Asafa Powell;JAM;23.11.82;1rA;Szczecin;17.09.2008
131;9.89;+0.2;Usain Bolt;JAM;21.08.86;1s1;Berlin;16.08.2009
131;9.89;+2.0;Darvis Patton;USA;04.12.77;3;Shanghai;20.09.2009
131;9.89;-0.4;Yohan Blake;JAM;26.12.89;2;London;13.08.2010
131;9.89;+2.0;Steve Mullings;JAM;29.11.82;1;Clermont;21.05.2011
131;9.89;+1.3;Ngonidzashe Makusha;ZIM;11.03.87;1;Des Moines;10.06.2011
131;9.89;+1.3;Nesta Carter;JAM;10.11.85;2;Bruxelles;16.09.2011
131;9.89;+0.9;Keston Bledman;TRI;08.03.88;1h2;Orlando;26.05.2012
151;9.90;+1.9;Leroy Burrell;USA;21.02.67;1;New York City;14.06.1991
151;9.90;+0.7;Ato Boldon;TRI;30.12.73;3;Atlanta;27.07.1996
151;9.90;+0.2;Maurice Greene;USA;23.07.74;1;Indianapolis;13.06.1997
151;9.90;+1.0;Maurice Greene;USA;23.07.74;1rA;Lausanne;02.07.1997
151;9.90;±0.0;Ato Boldon;TRI;30.12.73;1;Stuttgart;13.07.1997
151;9.90;+1.3;Maurice Greene;USA;23.07.74;2q1;Athínai;02.08.1997
151;9.90;+0.5;Maurice Greene;USA;23.07.74;1s2;Athínai;03.08.1997
151;9.90;+0.2;Frank Fredericks;NAM;02.10.67;1;Bruxelles;22.08.1997
151;9.90;+0.3;Maurice Greene;USA;23.07.74;1;Stockholm;05.08.1998
151;9.90;+0.3;Maurice Greene;USA;23.07.74;1h4;Eugene;21.06.2001
151;9.90;+1.1;Maurice Greene;USA;23.07.74;1rA;Lausanne;04.07.2001
151;9.90;+0.5;Asafa Powell;JAM;23.11.82;1;Roma;13.07.2007
151;9.90;+1.0;Asafa Powell;JAM;23.11.82;1h2;Kingston;27.06.2008
151;9.90;-0.4;Asafa Powell;JAM;23.11.82;1;Bruxelles;04.09.2009
151;9.90;-0.2;Asafa Powell;JAM;23.11.82;2;Thessaloníki;12.09.2009
151;9.90;+2.0;Steve Mullings;JAM;29.11.82;1r1;Starkville;16.04.2011
151;9.90;+0.6;Asafa Powell;JAM;23.11.82;1s2;Kingston;24.06.2011
151;9.90;+1.0;Nesta Carter;JAM;10.11.85;2;Monaco;22.07.2011
151;9.90;+1.8;Asafa Powell;JAM;23.11.82;1h1;Budapest;30.07.2011
151;9.90;+1.6;Yohan Blake;JAM;26.12.89;1r4;Kingston;14.04.2012
151;9.90;+1.3;Justin Gatlin;USA;10.02.82;1;Eugene;02.06.2012
151;9.90;+0.7;Yohan Blake;JAM;26.12.89;1rA;New York City;09.06.2012
151;9.90;+1.7;Justin Gatlin;USA;10.02.82;1h5;Eugene;23.06.2012
151;9.90;+1.7;Tyson Gay;USA;09.08.82;2s3;London;05.08.2012
175;9.91;+1.9;Linford Christie;GBR;02.04.60;1;Victoria;23.08.1994
175;9.91;+1.3;Donovan Bailey;CAN;16.12.67;1;Montréal;15.07.1995
175;9.91;+1.5;Dennis Mitchell;USA;20.02.66;1;Milano;07.09.1996
175;9.91;+1.0;Frank Fredericks;NAM;02.10.67;2rA;Lausanne;02.07.1997
175;9.91;+0.5;Donovan Bailey;CAN;16.12.67;2s2;Athínai;03.08.1997
175;9.91;+0.2;Donovan Bailey;CAN;16.12.67;2;Athínai;03.08.1997
175;9.91;-0.2;Maurice Greene;USA;23.07.74;1q5;Sevilla;21.08.1999
175;9.91;-0.4;Maurice Greene;USA;23.07.74;1;Osaka;13.05.2000
175;9.91;-0.3;Maurice Greene;USA;23.07.74;1;Athínai;11.06.2001
175;9.91;-0.1;Asafa Powell;JAM;23.11.82;1;Kingston;26.06.2004
175;9.91;±0.0;Maurice Greene;USA;23.07.74;1;Sacramento;11.07.2004
175;9.91;-0.3;Asafa Powell;JAM;23.11.82;1;London;30.07.2004
175;9.91;-0.6;Asafa Powell;JAM;23.11.82;1;London;28.07.2006
